,id,name,current_price,market_cap,high_24h,last_updated
7516,bitplayer-token,Bitpayer Token,0.00176415,0.0,,2021-09-03T03:30:25.698Z
7517,nft-wars,NFT Wars,0.448147,0.0,0.451105,2021-10-10T07:09:21.566Z
7518,3x-short-chainlink-token,3X Short Chainlink Token,3.0017e-08,0.0,3.0119e-08,2021-10-10T20:14:41.955Z
7519,skyborn,SkyBorn,6.4126e-08,0.0,,2021-09-20T02:46:40.676Z
7520,exmr-monero,EXMR FDN,0.00210307,0.0,0.00220372,2021-10-10T19:56:13.363Z
7521,yoo-ecology,Yoo Ecology,0.00110361,0.0,0.00116484,2021-10-10T20:14:28.955Z
7522,penguin-party-fish,Penguin Party Fish,2.63,0.0,2.76,2021-10-10T14:12:53.676Z
7523,ndex,nDEX,1.67e-06,0.0,1.72e-06,2021-10-10T20:12:30.298Z
7524,global-reserve-system,Global Reserve System,0.652299,0.0,,2021-10-04T13:38:48.205Z
7525,cratos,Cratos,0.00209716,0.0,0.00213388,2021-10-10T20:11:32.021Z
7526,future,Future,5.58,0.0,5.61,2021-10-10T16:58:43.497Z
7527,corgicoin,CorgiCoin,2.69e-06,0.0,2.74e-06,2021-10-10T19:55:14.726Z
7528,blockmesh-2,BlockMesh,0.00028488,0.0,0.00030287,2021-10-10T19:44:33.326Z
7529,gro-vault-token,Gro Vault Token,205.27,0.0,210.97,2021-10-10T20:10:12.743Z
7530,oec-chainlink,OEC Chainlink,26.58,0.0,27.67,2021-10-10T20:10:20.355Z
7531,phoenixcoin,Phoenixcoin,0.01769056,0.0,0.01786565,2021-10-10T12:01:47.796Z
7532,euro-token-2,Euro Token,0.00011589,0.0,0.0001172,2021-10-09T20:19:48.235Z
7533,nezuko-inu,Nezuko Inu,4e-11,0.0,4.7e-11,2021-10-10T20:09:27.775Z
7534,meter-governance-mapped-by-meter-io,Meter Governance mapped by Meter.io,5.19,0.0,6.09,2021-10-10T19:55:53.629Z
7535,tronweeklyjournal,TronWeeklyJournal,5.071e-05,0.0,,2021-10-10T10:41:49.040Z
7536,philips-pay-coin,PHILLIPS PAY COIN,0.00070182,0.0,,2021-10-07T06:51:46.238Z
7537,vancat,Vancat,1.0958e-08,0.0,1.1224e-08,2021-10-10T20:11:01.711Z
7538,luyuka,Luyuka,0.00542456,0.0,0.00543934,2021-10-10T13:47:49.321Z
7539,klayswap-protocol,KlaySwap Protocol,20.94,0.0,22.81,2021-10-10T20:13:33.004Z
7540,avme,AVME,0.590956,0.0,0.616824,2021-10-10T20:14:52.195Z
7541,absorber,Absorber,0.247215,0.0,0.250576,2021-10-10T19:19:07.733Z
7542,community-chain,Community Chain,0.00035887,0.0,,2021-10-09T08:51:09.599Z
7543,tycoon-global,Tycoon Global,0.442089,0.0,0.596803,2021-10-10T20:13:46.194Z
7544,worldpet,WORLDPET,5.66e-06,0.0,5.67e-06,2021-10-10T20:07:57.947Z
7545,zeppelin-dao,Zeppelin Dao,3.907e-09,0.0,4.207e-09,2021-10-10T20:07:48.539Z
7546,lanceria,Lanceria,0.01775448,0.0,0.01839903,2021-10-10T20:13:48.690Z
7547,umbra-network,Umbria Network,1.22,0.0,1.45,2021-10-10T19:56:14.562Z
7548,island-coin,Island Coin,2.77e-10,0.0,2.77e-10,2021-10-09T00:29:09.921Z
7549,multimillion,MultiMillion,0.01061929,0.0,0.01061173,2021-10-10T20:09:29.270Z
7550,carnomaly,Carnomaly,0.01363088,0.0,0.01442299,2021-10-10T20:09:06.058Z
7551,basic,BASIC,0.01161169,0.0,0.0117043,2021-10-10T20:14:31.728Z
7552,trustpad,TrustPad,0.532723,0.0,0.549885,2021-10-10T20:12:57.024Z
7553,fme,FME,0.00070934,0.0,0.00147237,2021-10-10T17:40:35.980Z
7554,cheesefry,CheeseFry,5.71,0.0,5.75,2021-10-10T20:09:26.035Z
7555,super-shiba,Super Shiba,2.8004e-07,0.0,2.81841e-07,2021-10-10T16:12:54.266Z
7556,serum-ecosystem-token,Serum Ecosystem Token,20.36,0.0,21.21,2021-10-10T20:05:03.212Z
7557,floki-shiba,Floki Shiba,3.2e-11,0.0,3.2e-11,2021-10-10T20:12:46.633Z
7558,rasta-finance,Rasta Finance,0.208074,0.0,0.13291,2021-09-20T02:48:39.307Z
7559,youclout,Youclout,0.04357276,0.0,0.058801,2021-10-10T20:06:47.131Z
7560,binemon,Binemon,0.01736006,0.0,0.01987609,2021-10-10T20:09:47.125Z
7561,crypto-gladiator-shards,Crypto Gladiator Shards,0.279169,0.0,0.2873,2021-10-10T20:11:01.285Z
7562,bscshiba,bscShiba,8.99e-10,0.0,9.2e-10,2021-10-10T20:04:13.876Z
7563,top-coin-token,Top Coin Token,2.704e-05,0.0,,2021-10-10T14:08:12.273Z
7564,quam-network,Quam Network,0.0107721,0.0,0.01332518,2021-10-10T20:08:08.647Z
7565,tahu,TAHU,0.155224,0.0,0.170388,2021-10-10T20:11:06.153Z
7566,prime-dai,Prime DAI,0.00015824,0.0,0.00028161,2021-10-10T19:53:15.225Z
7567,alrightcoin,AlrightCoin,0.00358296,0.0,,2021-10-09T16:18:53.298Z
7568,famous-coin,Famous Coin,0.00687613,0.0,0.00705924,2021-10-10T20:09:43.469Z
7569,cato,CATO,0.00432372,0.0,0.00485855,2021-10-10T19:02:20.827Z
7570,solareum,Solareum,0.00131498,0.0,,2021-10-09T16:01:12.983Z
7571,texo,tEXO,0.073059,0.0,0.07432,2021-10-10T19:31:32.255Z
7572,yvboost,Yearn Compounding veCRV yVault,1.19,0.0,1.25,2021-10-10T19:35:23.775Z
7573,benative,BeNative,7.21e-06,0.0,7.31e-06,2021-10-10T14:58:25.278Z
7574,ideachain,IdeaChain,0.21221,0.0,0.212119,2021-10-10T19:50:04.829Z
7575,vent-finance,Vent Finance,0.58628,0.0,0.648988,2021-10-10T20:13:53.931Z
7576,zafira,Zafira,0.0043029,0.0,0.00471828,2021-10-10T20:11:10.353Z
7577,staysafu,StaySAFU,27.26,0.0,27.2,2021-10-10T20:13:00.614Z
7578,zilstream,ZilStream,0.127326,0.0,0.133534,2021-10-10T20:06:47.201Z
7579,huskyshiba,HuskyShiba,1.63e-10,0.0,1.65e-10,2021-10-10T09:57:03.423Z
7580,cherryswap,CherrySwap,1.15,0.0,1.19,2021-10-10T20:14:15.577Z
7581,gokumarket-credit,GokuMarket Credit,0.465682,0.0,0.47251,2021-10-10T20:13:41.170Z
7582,nework,Nework,0.00581752,0.0,0.00634188,2021-10-10T20:13:43.081Z
7583,trodl,Trodl,0.00401831,0.0,0.00436943,2021-10-10T20:07:14.973Z
7584,1x-short-algorand-token,1X Short Algorand Token,42.72,0.0,42.72,2021-10-10T13:22:18.479Z
7585,tomb,Tomb,2.02,0.0,2.19,2021-10-10T20:14:49.674Z
7586,luckstar,Luckstar,5.86e-06,0.0,7.22e-06,2021-10-10T20:08:15.989Z
7587,yplutus,yplutus,0.00050454,0.0,,2021-10-10T07:02:21.721Z
7588,moonwalk,MoonWalk,2.092e-05,0.0,2.093e-05,2021-10-08T18:01:55.744Z
7589,vera-exchange,VERA Exchange,3.063e-05,0.0,3.064e-05,2021-10-10T18:34:25.207Z
7590,genwealth-coin,GenWealth Coin,1.97e-10,0.0,,2021-10-10T15:49:58.517Z
7591,carbon-labs,Carbon Labs,0.449494,0.0,0.538627,2021-10-10T20:14:56.949Z
7592,omnis,OMNIS,1.146e-05,0.0,1.242e-05,2021-10-10T19:56:13.059Z
7593,denizlispor-fan-token,Denizlispor Fan Token,0.04594178,0.0,0.04798706,2021-10-10T20:00:03.531Z
7594,blocknotex,BlockNoteX,0.578745,0.0,0.588037,2021-10-10T19:56:12.036Z
7595,hiz-finance,Hiz Finance,0.073434,0.0,0.087306,2021-10-10T18:29:50.172Z
7596,cultiplan,Cultiplan,0.00906493,0.0,0.00908019,2021-10-10T20:02:14.124Z
7597,ownly,Ownly,0.00012896,0.0,0.00013858,2021-10-10T19:41:21.456Z
7598,3x-short-algorand-token,3X Short Algorand Token,1.0016e-08,0.0,,2021-09-09T10:31:13.212Z
7599,jojo,JOJO,0.00017781,0.0,0.00018058,2021-10-10T20:09:27.056Z
7600,nayuta-coin,Nayuta Coin,0.02183039,0.0,,2021-10-09T17:54:07.546Z
7601,bitbook-token,BitBook,0.00996338,0.0,0.01044246,2021-10-10T20:12:34.967Z
7602,infinium,Infinium,0.00166492,0.0,0.00223138,2021-10-10T20:06:44.019Z
7603,dogebtc,DogeBTC,2.69e-06,0.0,2.73e-06,2021-10-10T17:11:14.498Z
7604,fanbi-token,FANBI TOKEN,0.00089983,0.0,0.00110943,2021-10-10T20:14:25.729Z
7605,vixco,Vixco,0.04485472,0.0,0.04809732,2021-10-10T20:14:44.151Z
7606,korss-chain-launchpad,Kross Chain Launchpad,0.0213445,0.0,0.02281993,2021-10-10T20:13:52.243Z
7607,crespo,Crespo,3.643e-05,0.0,4.602e-05,2021-10-10T20:01:27.053Z
7608,uca,UCA Coin,0.00337906,0.0,0.00347804,2021-10-10T20:11:23.011Z
7609,dogg-token,DOGG Token,0.00060504,0.0,0.00060504,2021-09-09T11:18:02.590Z
7610,coinswap-space,CoinSwap Space,1.44,0.0,1.61,2021-10-10T20:09:29.350Z
7611,biki,BIKI,0.01001405,0.0,0.0104999,2021-10-10T16:42:15.949Z
7612,mobilecoin,MobileCoin,10.02,0.0,10.06,2021-10-10T20:13:59.919Z
7613,unobtanium,Unobtanium,107.31,0.0,107.49,2021-10-10T19:03:27.702Z
7614,good-bridging,Good Bridging,0.734657,0.0,0.79273,2021-10-10T20:09:19.138Z
7615,wrapped-ecomi,Wrapped ECOMI,0.00832561,0.0,0.00868694,2021-10-10T20:09:22.261Z
7616,bullrun2-0,BullRun2.0,9.3e-11,0.0,9.5e-11,2021-10-10T19:46:47.835Z
7617,renrenbit,Renrenbit,1.34,0.0,1.51,2021-10-10T19:59:06.698Z
7618,ankaragucu-fan-token,Ankaragücü Fan Tokens,0.082469,0.0,0.087522,2021-10-10T20:00:04.178Z
7619,minifootball,Minifootball,0.0,0.0,0.0,2021-10-10T20:11:42.610Z
7620,pureland-project,Pureland Project,0.0020731,0.0,,2021-08-20T14:30:57.566Z
7621,hrdcoin,HRDcoin,1.4542e-08,0.0,1.4542e-08,2021-10-10T05:02:57.193Z
7622,maze-token,Maze Token,4.608e-05,0.0,,2021-10-03T20:49:50.032Z
7623,3x-long-xrp-token,3X Long XRP Token,0.01232502,0.0,0.0140704,2021-10-10T20:14:41.775Z
7624,wrapped-xdai,Wrapped XDAI,1.0,0.0,1.02,2021-10-10T20:14:56.964Z
7625,universe-coin,Universe Coin,0.00167692,0.0,0.0024062,2021-10-10T18:44:50.590Z
7626,helleniccoin,HNC Coin,1.74,0.0,1.77,2021-10-10T20:14:56.333Z
7627,starblock,StarBlock,0.00073947,0.0,,2021-10-07T05:44:29.445Z
7628,1x-short-theta-network-token,1X Short Theta Network Token,14.92,0.0,14.52,2021-10-10T17:24:20.323Z
7629,3x-long-cardano-token,3X Long Cardano Token,1416.52,0.0,1498.54,2021-10-10T20:14:46.582Z
7630,3x-long-bilira-token,3X Long BiLira Token,9225.0,0.0,,2021-10-08T20:28:16.213Z
7631,weather-finance,Weather Finance,0.101574,0.0,,2021-09-16T14:30:50.315Z
7632,bowscoin,BowsCoin,0.00386445,0.0,0.00944129,2021-10-10T17:01:02.752Z
7633,3x-long-pax-gold-token,3X Long PAX Gold Token,4455.1,0.0,4449.0,2021-10-10T18:58:14.965Z
7634,pogcoin,PogCoin,1.292e-05,0.0,1.308e-05,2021-10-10T19:56:55.290Z
7635,sxc,SXC Token,0.156437,0.0,,2021-09-26T09:29:54.746Z
7636,whiterockcasino,WhiteRockCasino,9.256e-05,0.0,0.00015845,2021-10-10T19:22:10.594Z
7637,orsgroup-io,ORS Group,0.0039387,0.0,0.00413191,2021-10-10T16:02:43.833Z
7638,celletf,CellETF,0.02567429,0.0,0.02606762,2021-10-10T20:14:20.022Z
7639,3x-short-bitcoin-token,3X Short Bitcoin Token,0.00012153,0.0,0.00013219,2021-10-10T20:14:44.373Z
7640,cost-coin,COST COIN+,0.00010666,0.0,0.00010673,2021-10-10T19:23:58.088Z
7641,koduro,Koduro,7.088e-09,0.0,,2021-06-16T07:59:08.865Z
7642,myobu,Myōbu,3.03e-06,0.0,3.17e-06,2021-10-10T20:13:26.983Z
7643,100x-coin,100xCoin,6.479e-09,0.0,6.742e-09,2021-10-10T20:11:54.580Z
7644,kong-defi,Kong Defi,1.94855e-07,0.0,1.94855e-07,2021-10-09T23:23:58.371Z
7645,shareat,ShareAt,0.072472,0.0,,2021-10-10T19:23:16.887Z
7646,cerealia,Cerealia,0.00701318,0.0,0.00751814,2021-10-10T20:10:09.244Z
7647,monsters-clan,Monsters Clan,2.09,0.0,2.57,2021-10-10T20:11:32.893Z
7648,uncle-doge,Uncle Doge,4.19e-10,0.0,6.13e-10,2021-10-10T19:31:34.682Z
7649,mdsquare,MDsquare,0.00012302,0.0,0.00012333,2021-10-10T17:14:06.643Z
7650,future-cash-digital,Future Cash Digital,0.153249,0.0,,2021-10-01T07:31:53.077Z
7651,banana-finance,Banana Finance,296.27,0.0,299.55,2021-10-10T20:13:45.559Z
7652,saylor-moon,SaylorMoon,1.162e-09,0.0,1.205e-09,2021-10-10T20:09:11.153Z
7653,feg-token-bsc,FEG Token BSC,4.099e-09,0.0,4.226e-09,2021-10-10T20:13:04.581Z
7654,meld-gold,Meld Gold,56.88,0.0,56.88,2021-10-09T22:26:53.570Z
7655,babyshibby-inu,BabyShibby Inu,2.201e-09,0.0,2.229e-09,2021-10-10T14:15:46.944Z
7656,pocketcoin,Pocketcoin,1.46,0.0,1.49,2021-10-10T20:13:48.635Z
7657,cyber-movie-chain,Cyber Movie Chain,3.33e-06,0.0,3.34e-06,2021-10-10T20:07:48.524Z
7658,nftrade,NFTrade,0.436348,0.0,0.482649,2021-10-10T20:09:00.195Z
7659,arcs,ARCS,0.04069779,0.0,0.04625593,2021-10-10T20:12:42.718Z
7660,3x-long-leo-token,3X Long LEO Token,600.44,0.0,684.75,2021-10-10T19:32:59.965Z
7661,libartysharetoken,Libartysharetoken,0.11399,0.0,0.120189,2021-10-10T20:06:40.381Z
7662,xanalia,Xanalia,0.602821,0.0,0.608878,2021-10-10T15:59:00.625Z
7663,3x-short-ethereum-token,3X Short Ethereum Token,1.50124e-07,0.0,1.60956e-07,2021-10-10T20:14:46.115Z
7664,sss-finance,SSS Finance,3.57,0.0,3.57,2021-09-02T16:24:59.255Z
7665,green-dildo-finance,Green Dildo Finance,3.2e-10,0.0,3.24e-10,2021-10-10T16:18:38.469Z
7666,3x-short-eos-token,3X Short EOS Token,1.369e-05,0.0,1.388e-05,2021-10-10T20:14:42.316Z
7667,ethereum-vault,Ethereum Vault,0.00100187,0.0,,2021-09-04T14:56:55.557Z
7668,0-5x-long-bitcoin-cash-token,0.5X Long Bitcoin Cash Token,11432.21,0.0,,2021-10-09T14:43:18.203Z
7669,heartnumber,Heart Number,0.00062108,0.0,0.00062375,2021-10-10T17:38:15.364Z
7670,swaptoken,SwapToken,9.0847e-08,0.0,9.3987e-08,2021-10-10T20:11:39.702Z
7671,3x-long-litecoin-token,3X Long Litecoin Token,0.112053,0.0,0.123441,2021-10-10T20:14:44.152Z
7672,hype-finance,Hype Finance,80.08,0.0,,2021-09-18T06:35:07.164Z
7673,star-shib,Star Shib,2.097e-05,0.0,2.097e-05,2021-10-06T19:01:01.329Z
7674,yfmoonshot,YFMoonshot,13.31,0.0,,2021-09-02T16:15:07.255Z
7675,decore,Decore,7.28,0.0,,2021-09-08T12:24:57.932Z
7676,shed-coin,Shed Coin,1.22e-06,0.0,1.26e-06,2021-10-10T17:25:19.698Z
7677,rowket,Rowket,0.00018434,0.0,,2021-09-18T11:31:29.669Z
7678,atheios,Atheios,0.00110887,0.0,0.0018589,2021-10-10T19:43:23.445Z
7679,boost,Boost,0.070444,0.0,0.078132,2021-10-10T20:10:18.825Z
7680,qmcoin,QMCoin,0.277137,0.0,0.278125,2021-10-10T19:42:27.767Z
7681,bitcoinus,Bitcoinus,1.0014e-08,0.0,1.0021e-08,2021-10-10T16:17:15.781Z
7682,rakon,RAKON,0.607713,0.0,0.607976,2021-10-10T11:46:49.249Z
7683,cousin-doge,Cousin Doge,1.03337e-07,0.0,1.04913e-07,2021-10-10T18:59:08.677Z
7684,vipcoin-gold,VipCoin.Gold,0.847616,0.0,0.848943,2021-10-10T19:54:24.889Z
7685,bitcoin-trc20,Bitcoin TRC20,55167.0,0.0,56112.0,2021-10-10T20:06:57.216Z
7686,darkbundles,DarkBundles,0.103408,0.0,,2021-07-23T06:30:47.421Z
7687,520,520,0.00162177,0.0,0.0016271,2021-10-10T19:11:26.166Z
7688,strikecoin,StrikeCoin,0.077927,0.0,0.079987,2021-10-10T20:10:58.099Z
7689,2based-finance,2Based Finance,1.1,0.0,,2021-09-02T11:16:34.930Z
7690,historia,Historia,0.00441494,0.0,0.00500886,2021-10-10T15:03:43.111Z
7691,blue-whale,Blue Whale,0.02334407,0.0,0.02657612,2021-10-10T20:10:52.402Z
7692,1x-short-compound-token-token,1X Short Compound Token Token,65.73,0.0,,2021-10-09T19:31:03.450Z
7693,currency-network,Currency Network,0.00337628,0.0,,2021-08-20T14:30:29.511Z
7694,global-digital-content,Global Digital Content,0.01252269,0.0,0.02228866,2021-10-10T20:14:31.181Z
7695,moondash,MoonDash,5.88928e-07,0.0,5.93675e-07,2021-10-10T16:33:20.756Z
7696,not-another-shit-altcoin,Not Another Shit Altcoin,6.2124e-08,0.0,6.2304e-08,2021-10-09T23:59:32.356Z
7697,republic-of-dogs,Republic of Dogs,1.64e-10,0.0,1.67e-10,2021-10-10T19:38:54.499Z
7698,artfinity-token,Artfinity Token,0.00243488,0.0,0.00243974,2021-10-10T20:11:24.506Z
7699,catgirl,Catgirl,3.15e-10,0.0,3.11e-10,2021-10-10T20:12:47.558Z
7700,superskynet,SuperSkyNet,1.35e-06,0.0,,2021-08-22T09:00:24.776Z
7701,karsiyaka-taraftar-token,Karsiyaka Taraftar Token,0.074185,0.0,0.07866,2021-10-10T20:00:04.061Z
7702,ignite,Ignite,0.00387965,0.0,,2021-09-02T16:14:34.392Z
7703,netcoincapital,Netcoincapital,0.02003724,0.0,0.04380866,2021-10-10T20:09:42.984Z
7704,benzene,Benzene,3.76,0.0,4.27,2021-10-10T18:54:19.324Z
7705,growthcoin,GrowthCoin,6.644e-05,0.0,,2021-09-30T11:25:40.232Z
7706,3x-long-shitcoin-index-token,3X Long Shitcoin Index Token,68.17,0.0,77.08,2021-10-10T20:14:02.777Z
7707,iron-finance,Iron Finance,0.01580857,0.0,0.01867266,2021-10-10T20:13:54.380Z
7708,tokenasset,TokenAsset,0.253077,0.0,0.254383,2021-10-10T20:09:23.949Z
7709,pointpay,PointPay,0.0404824,0.0,0.04098625,2021-10-10T20:11:35.952Z
7710,artista,ARTISTA,0.0013066,0.0,,2021-09-12T23:30:36.049Z
7711,formula,FormulA,3.701e-05,0.0,4.338e-05,2021-10-10T20:08:08.846Z
7712,karaganda-token,Karaganda Token,0.003297,0.0,0.003,2021-10-10T12:37:51.346Z
7713,coin-guardian,Coin Guardian,9.7e-11,0.0,,2021-10-10T08:44:35.207Z
7714,centurion,Centurion,0.00012047,0.0,,2021-09-26T01:30:42.395Z
7715,0-5x-long-cosmos-token,0.5X Long Cosmos Token,27164.0,0.0,27714.0,2021-10-10T04:44:24.541Z
7716,fridge-token,Fridge Token,0.357332,0.0,,2021-09-18T20:31:05.464Z
7717,polypanda,PolyPanda,0.00016912,0.0,,2021-10-10T14:42:09.445Z
7718,unicap-finance,Unicap.Finance,0.434993,0.0,0.436402,2021-10-10T20:10:15.094Z
7719,benepit,BenePit,8.01e-06,0.0,8.01e-06,2021-10-10T11:53:01.180Z
7720,stoner-doge,Stoner Doge Finance,0.00089152,0.0,,2021-09-15T15:43:13.177Z
7721,self-storage-coin,Self Storage Coin,15.02,0.0,,2021-10-03T22:30:33.675Z
7722,yearn-shark-finance,Yearn Shark Finance,0.07477,0.0,,2021-09-25T07:37:49.274Z
7723,polycake-finance,PolyCake Finance,0.00343022,0.0,0.00351549,2021-10-10T19:57:45.478Z
7724,yfiscurity,YFISCURITY,0.838413,0.0,0.845844,2021-10-10T20:07:45.897Z
7725,idle-dai-risk-adjusted,IdleDAI (Risk Adjusted),1.06,0.0,1.06,2021-10-10T20:07:23.786Z
7726,tripedia,Tripedia,2e-12,0.0,2e-12,2021-10-10T20:01:43.683Z
7727,bring-finance,bRing.Finance,0.606293,0.0,0.610373,2021-10-10T19:28:01.364Z
7728,dogz,Dogz,4.291e-05,0.0,4.309e-05,2021-10-10T17:08:20.298Z
7729,aipichain,AiPiChain,1.265e-05,0.0,,2021-09-18T00:30:40.829Z
7730,1x-short-privacy-index-token,1X Short Privacy Index Token,336.31,0.0,,2021-10-02T06:30:32.221Z
7731,alpha-wolf,Alpha Wolf,8.1e-11,0.0,8.1e-11,2021-10-09T12:34:26.585Z
7732,assgard,Assgard,2.06e-10,0.0,,2021-09-08T21:57:55.329Z
7733,kalata,Kalata Protocol,0.508676,0.0,0.51634,2021-10-10T20:10:29.328Z
7734,tronbetlive,TRONbetLive,0.03291669,0.0,0.0336937,2021-10-10T20:13:27.979Z
7735,veth2,vEth2,2260.17,0.0,,2021-09-06T03:42:05.346Z
7736,humanscape,Humanscape,0.1429,0.0,0.151251,2021-10-10T20:14:53.972Z
7737,baby-floki-billionaire,Baby Floki Billionaire,5.2e-10,0.0,8.95e-10,2021-10-10T20:10:51.642Z
7738,intersola,Intersola,0.265568,0.0,0.281745,2021-10-10T20:08:34.870Z
7739,moby-dick,Moby Dick,1.1e-06,0.0,1.09e-06,2021-10-10T20:11:15.892Z
7740,shrooms,Shrooms,0.206507,0.0,,2021-10-09T01:30:58.378Z
7741,safecookie,SafeCookie,0.0,0.0,0.0,2021-10-10T19:26:32.500Z
7742,yfos-finance,YFOS.finance,0.404941,0.0,0.417092,2021-10-10T20:08:13.396Z
7743,culture-ticket-chain,Culture Ticket Chain,0.00135486,0.0,0.00137018,2021-10-10T20:10:53.141Z
7744,bonorum-coin,Bonorum,0.935686,0.0,0.934506,2021-10-10T20:06:45.094Z
7745,hodlada,HodlADA,2.38284e-07,0.0,2.55263e-07,2021-10-10T19:54:55.690Z
7746,biotron,Biotron,0.00096249,0.0,,2021-10-03T14:23:37.468Z
7747,globe-derivative-exchange,Globe Derivative Exchange,0.323135,0.0,0.328546,2021-10-10T20:10:43.959Z
7748,0-5x-long-ethereum-token,0.5X Long Ethereum Token,30350.0,0.0,30573.0,2021-10-10T13:54:08.078Z
7749,tt-token,TT Token,0.00127818,0.0,0.00129289,2021-10-10T18:08:57.962Z
7750,safe-nebula,Safe Nebula,8.19e-10,0.0,8.2e-10,2021-10-10T20:11:45.491Z
7751,moon-stop,Moon Stop,0.00036567,0.0,0.00122597,2021-10-10T20:08:03.828Z
7752,holographic-doge,Holographic Doge,1.44e-10,0.0,1.44e-10,2021-10-10T02:25:21.376Z
7753,just-network,JUST NETWORK,0.00171961,0.0,0.00187032,2021-10-10T20:14:06.673Z
7754,kleekai,KleeKai,4.3e-10,0.0,4.67e-10,2021-10-10T20:13:46.759Z
7755,hitcoin,Hitcoin,2.51e-06,0.0,,2021-10-08T03:00:26.420Z
7756,waykichain-governance-coin,WaykiChain Governance Coin,0.00398237,0.0,0.00407741,2021-10-10T20:14:07.199Z
7757,bamboo-defi,BambooDeFi,0.228018,0.0,0.259572,2021-10-10T20:13:55.614Z
7758,sphynx-token,Sphynx Token,0.00357284,0.0,0.01971039,2021-10-10T18:27:37.932Z
7759,bellcoin,Bellcoin,0.00111012,0.0,0.00344628,2021-10-10T20:10:07.838Z
7760,rusd,rUSD,0.979771,0.0,0.991513,2021-10-10T19:58:47.149Z
7761,sparks,SparksPay,0.00330375,0.0,0.00343736,2021-10-10T20:01:24.446Z
7762,alliance-x-trading,Alliance X Trading,0.00219788,0.0,,2021-06-08T05:46:35.823Z
7763,gamedao,GameDAO,8.891e-05,0.0,9.197e-05,2021-10-10T19:53:04.485Z
7764,justyours,JustYours,0.03819928,0.0,0.0395801,2021-10-10T20:06:14.822Z
7765,zabaku-inu,Zabaku Inu,9.1e-11,0.0,9.5e-11,2021-10-10T20:12:38.580Z
7766,cryptographic-ultra-money,Cryptographic Ultra Money,0.00766511,0.0,0.0077938,2021-10-10T12:27:08.593Z
7767,oxo-farm,OXO.Farm,0.02898774,0.0,0.03750966,2021-10-10T20:13:45.203Z
7768,mirror,Mirror,0.00049861,0.0,,2021-06-16T01:08:27.709Z
7769,pixls-vault-nftx,PIXLS Vault (NFTX),418.9,0.0,418.9,2021-10-03T12:04:11.204Z
7770,bep20-leo,BEP20 LEO,0.214,0.0,0.215646,2021-10-10T18:24:38.347Z
7771,pomskey,Pomskey,2.63e-10,0.0,2.66e-10,2021-10-10T18:46:30.214Z
7772,betller-coin,Betller Coin,0.00055375,0.0,0.00110696,2021-10-10T19:18:50.980Z
7773,complete-humanity,Complete Humanity,0.00021829,0.0,,2021-10-10T16:28:56.869Z
7774,nitroex,NitroEX,0.00130036,0.0,0.00130747,2021-10-10T20:12:38.611Z
7775,hogl-finance,HOGL Finance,2.14e-06,0.0,2.32e-06,2021-10-10T20:01:42.407Z
7776,fungie-dao,Fungie DAO,1.27,0.0,1.29,2021-10-10T20:14:05.991Z
7777,universal-gold,Universal Gold,1788.16,0.0,1783.88,2021-10-06T14:58:09.637Z
7778,radditarium-network,Radditarium Network,9.8e-11,0.0,,2021-10-10T16:56:36.079Z
7779,libra-2,Libra,0.200481,0.0,0.200345,2021-10-10T16:56:24.354Z
7780,cool-cats,Cool Cats,365.33,0.0,365.33,2021-10-10T12:31:23.412Z
7781,lydia-finance,Lydia Finance,0.054031,0.0,0.063493,2021-10-10T20:11:55.392Z
7782,populous-xbrl-token,Populous XBRL Token,0.02079833,0.0,0.02195413,2021-10-10T13:38:10.970Z
7783,15777-ardmore,"RealT Token - 15777 Ardmore St, Detroit, MI 48227",44.62,0.0,,2021-10-10T09:34:35.005Z
7784,koel-coin,Koel Coin,0.00041228,0.0,0.00043093,2021-10-10T19:30:43.481Z
7785,rotharium,Rotharium,1.93,0.0,1.99,2021-10-10T19:52:40.414Z
7786,mexc-token,MEXC Token,0.00020032,0.0,,2021-08-27T12:51:49.407Z
7787,grain,Grain Token,0.993939,0.0,1.32,2021-10-10T20:10:22.061Z
7788,torchain,Torchain,2.404e-05,0.0,2.906e-05,2021-10-10T20:07:41.857Z
7789,basis-gold,Basis Gold,48.16,0.0,,2021-10-10T01:04:29.374Z
7790,youforia,YouForia,0.03541384,0.0,,2021-10-05T21:56:18.795Z
7791,pinecone-finance,Pinecone Finance,0.04384537,0.0,0.04474016,2021-10-10T19:44:16.302Z
7792,virtue-poker,Virtue Poker Points,0.393654,0.0,0.413882,2021-10-10T20:09:26.505Z
7793,blackswan,Blackswan,6.981e-09,0.0,8.1e-09,2021-10-10T13:18:30.233Z
7794,crypto-bank-coin,Crypto Bank Coin,1.0019e-08,0.0,1.006e-08,2021-10-10T20:09:58.597Z
7795,minereum,Minereum,0.059375,0.0,0.063323,2021-10-10T16:00:13.506Z
7796,nftlegends,NFTLegends,0.03043866,0.0,0.03078267,2021-10-10T15:42:34.255Z
7797,3x-long-compound-token-token,3X Long Compound Token Token,1.29,0.0,1.51,2021-10-10T20:14:01.776Z
7798,tangle,TangleV3,7.369e-05,0.0,7.404e-05,2021-10-10T16:59:29.445Z
7799,ucx,UCX,0.250213,0.0,0.25026,2021-10-10T14:04:12.727Z
7800,musubi,Musubi,7.7e-08,0.0,7.7e-08,2021-10-04T10:04:10.687Z
